Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
20/10/2005;2.27;1.49;14.7;5.11;20.0;3.03;0.59148;0.26;2.19;0.417;2.19;0.368;103.6086956521739;6.58;0.48;0.28;0.88;0.85;0.06;0.23;0.5232;0.05;0.44;0.32;0.13;0.46;0.05;8.25;8.22;8.01;8.19;8.18;0.4;0.0;1.6;10.4;11.0;11.9;141.52;54.45;28.66;72.41;101.29;114.01;53.76;127.44;5.085
21/10/2005;2.36;1.33;13.7;4.79;19.4;3.42;0.58914;0.289;2.35;0.461;2.35;1.0;103.84347826086956;6.36;0.49;0.26;0.85;0.83;0.03;0.27;0.5226000000000001;0.05;0.45;0.33;0.26;0.47;0.04;8.07;8.03;7.88;8.07;8.05;10.8;11.0;15.4;10.2;12.3;12.9;141.52;54.45;28.66;72.42;101.29;113.97;53.76;127.44;5.172
22/10/2005;3.21;1.86;14.9;6.19;20.1;3.12;0.5868;0.304;3.39;0.757;3.39;0.687;104.07826086956521;6.98;0.53;0.32;0.87;0.9;0.05;0.24;0.522;0.05;0.53;0.36;0.21;0.48;0.06;7.71;7.72;7.58;7.68;7.8;2.8;3.2;5.2;11.7;12.0;13.1;141.52;54.45;28.66;72.44;101.29;114.01;53.76;127.41;5.153
23/10/2005;3.27;2.5;16.5;6.21;20.7;3.12;0.58446;0.275;1.92;0.506;1.92;0.974;104.31304347826087;6.56;0.53;0.39;0.91;0.9;0.07;0.24;0.5214;0.05;0.41;0.33;0.26;0.49;0.04;7.24;7.35;7.19;7.27;7.44;1.8;0.6;0.4;12.0;12.6;12.0;141.52;54.43;28.66;72.5;101.29;113.97;53.76;127.44;5.08
24/10/2005;2.51;1.17;14.3;5.58;20.7;3.11;0.58212;0.275;1.79;0.393;1.79;0.229;104.54782608695652;6.81;0.49;0.22;0.85;0.87;0.07;0.24;0.5208;0.05;0.4;0.32;0.09;0.48;0.06;6.82;6.86;6.71;6.81;6.97;6.4;10.6;2.6;12.0;13.0;14.0;141.52;54.41;28.66;72.49;101.31;113.97;53.76;127.41;5.125
25/10/2005;2.52;1.83;13.0;5.31;18.6;3.85;0.5797800000000001;0.323;2.0;0.461;2.0;1.05;104.78260869565217;6.81;0.49;0.32;0.81;0.86;-0.01;0.3;0.5202;0.06;0.42;0.33;0.27;0.48;0.06;6.57;6.57;6.65;6.52;6.88;0.6;3.4;1.0;14.0;14.2;15.1;141.52;54.41;28.66;72.48;101.3;113.97;53.76;127.39;5.206
26/10/2005;2.35;1.14;12.2;5.12;19.0;3.09;0.5774400000000001;0.273;1.78;0.562;1.78;0.142;105.01739130434783;6.25;0.48;0.21;0.78;0.85;0.0;0.24;0.5196000000000001;0.05;0.4;0.34;0.06;0.49;0.03;6.33;6.32;6.31;6.29;6.55;0.0;0.0;0.0;12.9;14.0;15.9;141.51;54.46;28.66;72.62;101.32;113.95;53.76;127.45;5.067
27/10/2005;2.44;1.14;12.3;5.03;18.3;3.8;0.5751000000000001;0.28;1.76;0.387;1.76;0.137;105.25217391304348;6.14;0.49;0.21;0.78;0.84;-0.03;0.3;0.519;0.05;0.4;0.32;0.06;0.5;0.03;6.55;6.58;6.46;6.49;6.68;0.0;0.0;0.2;13.4;13.5;16.7;141.51;54.39;28.67;72.61;101.32;113.97;53.75;127.44;5.085
28/10/2005;2.67;2.1;14.5;4.88;21.0;3.99;0.57276;0.314;2.62;0.57;2.62;0.585;105.48695652173913;6.74;0.5;0.35;0.84;0.83;0.06;0.32;0.5184;0.06;0.47;0.34;0.18;0.48;0.05;7.05;7.12;6.82;7.08;7.08;7.8;9.0;24.6;14.8;13.6;15.2;141.49;54.39;28.66;72.6;101.32;113.94;53.75;127.44;5.129
29/10/2005;2.86;2.59;12.5;5.25;21.2;3.16;0.57042;0.29;2.61;0.619;2.61;0.565;105.72173913043478;7.59;0.51;0.4;0.78;0.85;0.07;0.24;0.5178;0.05;0.47;0.35;0.18;0.5;0.09;7.3;7.44;7.06;7.43;7.22;0.2;0.0;0.2;12.9;11.8;16.3;141.49;54.39;28.66;72.59;101.32;113.94;53.75;127.44;5.13
30/10/2005;2.69;1.15;11.5;5.29;19.0;3.01;0.56808;0.273;1.77;0.546;1.77;0.237;105.95652173913044;6.98;0.5;0.22;0.75;0.85;-0.01;0.23;0.5172;0.05;0.4;0.34;0.1;0.52;0.06;7.61;7.73;7.18;7.67;7.35;5.6;5.8;12.2;16.3;17.0;17.5;141.49;54.37;28.66;72.65;101.36;113.94;53.75;127.43;5.152
31/10/2005;5.66;2.42;13.6;5.87;20.4;3.83;0.56574;0.318;2.68;0.635;2.68;1.46;106.19130434782609;8.76;0.65;0.38;0.81;0.88;0.04;0.3;0.5166000000000001;0.06;0.48;0.35;0.32;0.53;0.13;7.72;7.85;7.62;7.86;7.85;7.0;7.8;22.2;13.1;12.0;13.8;141.48;54.36;28.66;72.63;101.37;113.97;53.75;127.4;5.167
01/11/2005;5.65;1.17;13.7;5.72;20.7;3.23;0.5634;0.295;2.05;0.498;2.05;0.336;106.42608695652174;8.66;0.65;0.22;0.81;0.87;0.05;0.25;0.516;0.05;0.43;0.33;0.13;0.54;0.13;7.86;7.9;7.68;7.9;7.86;1.4;1.4;1.0;8.0;8.4;9.0;141.48;54.36;28.66;72.66;101.43;113.95;53.75;127.45;5.153
02/11/2005;4.29;2.89;12.5;7.02;21.0;3.85;0.56106;0.323;2.59;0.595;2.59;2.13;106.66086956521738;9.62;0.58;0.43;0.77;0.93;0.05;0.3;0.5154;0.06;0.47;0.35;0.4;0.53;0.16;8.06;8.18;7.89;8.24;8.08;6.8;5.6;10.8;8.4;8.8;9.8;141.48;54.36;28.7;72.75;101.46;113.94;53.75;127.41;5.24
03/11/2005;4.12;1.32;13.5;7.03;21.1;3.37;0.55872;0.304;2.13;0.49;2.13;0.162;106.89565217391305;7.98;0.57;0.25;0.8;0.93;0.05;0.26;0.5148;0.05;0.43;0.33;0.07;0.53;0.1;8.33;8.33;8.07;8.3;8.19;0.0;0.2;1.0;2.5;1.5;4.6;141.48;54.34;28.78;72.85;101.51;113.95;53.75;127.44;5.246
04/11/2005;3.34;1.3;13.0;6.74;20.4;3.2;0.55638;0.304;2.0;0.469;2.0;0.249;107.13043478260869;7.41;0.53;0.25;0.78;0.91;0.03;0.25;0.5142;0.05;0.42;0.33;0.1;0.52;0.08;8.06;8.14;7.88;8.06;8.09;0.0;0.0;0.0;2.0;1.7;9.7;141.48;54.34;28.78;72.84;101.53;113.94;53.75;127.44;5.145
05/11/2005;2.79;1.74;13.4;6.24;19.9;4.52;0.5540400000000001;0.328;2.31;0.483;2.31;2.34;107.36521739130434;7.25;0.5;0.31;0.79;0.89;0.01;0.36;0.5136000000000001;0.06;0.45;0.33;0.43;0.53;0.07;7.94;8.07;7.74;7.96;7.97;0.0;0.0;0.0;5.0;3.1;8.2;141.48;54.32;28.77;72.8;101.53;113.95;53.75;127.41;5.121
06/11/2005;2.87;1.32;13.5;5.6;20.3;3.73;0.5517000000000001;0.279;1.95;0.417;1.95;0.226;107.6;6.79;0.5;0.25;0.79;0.86;0.02;0.29;0.513;0.05;0.42;0.32;0.09;0.55;0.05;7.68;7.79;7.55;7.74;7.75;0.0;0.0;0.0;9.5;9.2;12.3;141.46;54.32;29.58;72.78;101.53;113.97;53.73;127.39;5.098
07/11/2005;2.7;1.2;13.0;5.39;19.6;3.31;0.5493600000000001;0.276;1.92;0.483;1.92;0.148;107.83478260869565;6.58;0.49;0.23;0.77;0.85;-0.0;0.26;0.5124;0.05;0.41;0.33;0.06;0.68;0.05;7.41;7.55;7.35;7.5;7.62;0.0;0.0;0.0;16.4;13.7;20.0;141.46;54.3;29.52;72.79;101.53;113.95;53.73;127.4;5.096
08/11/2005;2.55;1.15;12.9;5.36;20.1;3.85;0.5470200000000001;0.275;1.91;0.49;1.91;0.139;108.0695652173913;6.54;0.48;0.22;0.76;0.85;0.02;0.3;0.5118;0.05;0.41;0.33;0.06;0.63;0.04;7.08;7.19;7.03;7.1;7.29;0.0;0.0;0.0;14.9;14.0;18.3;141.46;54.3;29.4;72.78;101.52;113.95;53.73;127.38;5.069
09/11/2005;2.47;1.16;12.7;5.24;21.3;3.83;0.54468;0.267;2.43;0.417;2.43;0.144;108.30434782608695;6.49;0.48;0.22;0.75;0.84;0.06;0.3;0.5112;0.05;0.46;0.32;0.06;0.49;0.04;7.17;7.17;7.12;7.21;7.37;1.8;4.6;2.0;14.5;11.0;15.9;141.46;54.3;29.3;72.77;101.52;113.97;53.73;127.38;5.018
10/11/2005;2.35;1.14;12.9;5.24;20.6;3.12;0.54234;0.27;1.97;0.49;1.97;0.142;108.5391304347826;6.33;0.47;0.22;0.76;0.84;0.04;0.24;0.5106;0.05;0.42;0.33;0.06;0.51;0.03;6.56;6.7;6.56;6.61;6.8;2.0;1.2;13.2;13.9;15.4;17.2;141.45;54.27;29.2;72.75;101.5;113.97;53.72;127.36;4.907
11/11/2005;2.39;1.14;12.6;5.16;20.7;3.04;0.54;0.256;1.76;0.417;1.76;0.142;108.77391304347826;6.13;0.47;0.21;0.75;0.84;0.04;0.23;0.51;0.04;0.4;0.32;0.06;0.49;0.02;7.07;7.2;7.0;7.11;7.23;4.2;2.4;4.8;11.7;12.0;10.6;141.45;54.27;29.12;72.74;101.49;113.97;53.72;127.38;4.988
12/11/2005;2.41;1.2;12.2;5.17;21.6;3.17;0.545;0.27;1.83;0.415;1.83;0.206;109.00869565217391;6.23;0.47;0.23;0.73;0.84;0.07;0.25;0.51;0.05;0.41;0.32;0.09;0.63;0.03;7.37;7.46;7.25;7.45;7.33;0.2;0.4;0.0;-2.6;-1.2;1.0;141.45;54.27;29.06;72.73;101.48;113.97;53.72;127.38;4.97
13/11/2005;2.59;1.14;14.1;5.17;21.0;3.08;0.545;0.265;1.78;0.414;1.78;0.138;109.24347826086957;6.37;0.48;0.21;0.79;0.84;0.05;0.24;0.51;0.05;0.4;0.32;0.06;0.67;0.04;7.34;7.56;7.2;7.49;7.43;0.2;0.0;0.0;3.6;5.5;7.4;141.45;54.27;29.02;72.72;101.47;113.97;53.72;127.37;4.841
14/11/2005;2.49;1.14;14.2;5.15;21.6;2.98;0.531;0.259;1.75;0.412;1.75;0.133;109.47826086956522;6.64;0.47;0.21;0.79;0.84;0.07;0.23;0.5;0.05;0.4;0.32;0.06;0.67;0.05;7.63;7.86;7.2;7.83;7.46;0.0;0.2;0.2;5.9;5.2;6.2;141.44;54.25;28.97;72.72;101.46;113.97;53.72;127.37;4.815
15/11/2005;2.34;1.16;12.4;5.37;19.5;3.08;0.512;0.265;1.94;0.468;1.94;0.19;109.71304347826087;6.45;0.46;0.22;0.73;0.85;-0.0;0.24;0.5;0.05;0.42;0.33;0.08;0.54;0.04;7.94;8.06;7.65;8.09;7.83;3.8;6.6;4.0;3.4;3.2;4.4;141.44;54.27;28.92;72.71;101.44;113.99;53.72;127.35;5.003
16/11/2005;2.36;1.13;13.1;5.46;19.4;3.09;0.521;0.27;2.59;0.417;2.59;0.146;109.94782608695652;6.36;0.46;0.21;0.75;0.85;-0.01;0.24;0.5;0.05;0.47;0.32;0.06;0.55;0.04;8.0;8.08;7.78;8.02;7.98;0.2;0.8;0.6;8.5;5.2;5.9;141.44;54.27;28.9;72.7;101.45;113.97;53.72;127.37;5.004
17/11/2005;2.32;1.13;13.5;5.32;20.8;3.02;0.517;0.275;1.73;0.468;1.73;0.131;110.18260869565218;6.26;0.46;0.21;0.76;0.84;0.04;0.23;0.5;0.05;0.39;0.33;0.05;0.55;0.03;7.84;7.91;7.65;7.93;7.82;0.0;0.0;0.0;7.0;3.4;2.4;141.44;54.25;28.87;72.7;101.45;113.97;53.72;127.36;4.942
18/11/2005;2.33;1.13;13.1;5.22;20.2;2.99;0.508;0.28;1.68;0.402;1.68;0.128;110.41739130434783;6.3;0.46;0.21;0.75;0.84;0.02;0.23;0.5;0.05;0.39;0.32;0.05;0.54;0.03;7.61;7.82;7.48;7.78;7.7;0.2;0.4;0.0;-2.0;-1.0;1.6;141.42;54.25;28.84;72.68;101.44;113.97;53.72;127.35;4.873
19/11/2005;2.29;1.13;12.3;5.08;19.3;2.93;0.499;0.285;1.72;0.402;1.72;0.152;110.65217391304347;6.24;0.46;0.21;0.72;0.83;-0.01;0.22;0.5;0.05;0.39;0.32;0.06;0.54;0.03;7.37;7.52;7.18;7.51;7.39;0.0;0.2;0.2;-2.0;0.4;0.9;141.41;54.23;28.81;72.67;101.43;113.97;53.72;127.36;4.825
20/11/2005;2.27;1.13;11.9;5.06;19.6;2.91;0.498;0.284;1.64;0.402;1.64;0.124;110.88695652173914;6.06;0.46;0.21;0.71;0.83;-0.0;0.22;0.5;0.05;0.38;0.32;0.05;0.53;0.02;7.15;7.31;7.02;7.3;7.23;0.0;0.2;0.0;-2.1;-0.6;-1.4;141.41;54.23;28.8;72.66;101.43;114.01;53.71;127.33;4.816
21/11/2005;2.42;1.12;12.2;5.03;19.5;2.9;0.497;0.282;1.59;0.402;1.59;0.129;111.12173913043478;6.02;0.46;0.21;0.71;0.83;-0.0;0.22;0.5;0.05;0.38;0.32;0.05;0.53;0.02;6.9;7.07;6.7;7.01;6.97;0.0;0.4;0.2;-2.1;-2.0;2.0;141.41;54.23;28.77;72.65;101.41;114.01;53.71;127.36;4.778
22/11/2005;2.28;1.12;12.6;5.0;19.9;2.94;0.491;0.28;1.58;0.409;1.58;0.129;111.35652173913043;6.04;0.45;0.21;0.73;0.83;0.01;0.22;0.5;0.05;0.38;0.32;0.05;0.54;0.02;6.57;6.76;6.44;6.51;6.67;0.2;0.0;0.0;3.7;2.8;3.8;141.39;54.21;28.76;72.64;101.41;113.99;53.71;127.33;4.705
23/11/2005;2.27;1.13;12.7;4.98;20.2;2.94;0.486;0.278;1.57;0.408;1.57;0.126;111.59130434782608;6.23;0.45;0.21;0.73;0.83;0.02;0.22;0.5;0.05;0.37;0.32;0.05;0.53;0.02;6.23;6.38;6.13;6.27;6.4;0.2;2.4;0.0;-0.3;-1.2;2.0;141.38;54.2;28.74;72.63;101.4;114.01;53.69;127.35;4.707
24/11/2005;2.56;1.24;13.2;5.09;20.9;3.02;0.555;0.289;1.68;0.404;1.68;0.532;111.82608695652173;6.41;0.47;0.24;0.74;0.83;0.04;0.23;0.51;0.05;0.39;0.32;0.17;0.53;0.03;6.4;6.44;6.45;6.38;6.7;2.0;5.4;4.0;4.6;4.6;3.9;141.38;54.2;28.73;72.63;101.4;114.01;53.69;127.33;4.96
25/11/2005;2.35;1.15;12.3;5.25;19.6;3.01;0.502;0.28;1.64;0.401;1.64;0.131;112.06086956521739;6.73;0.46;0.22;0.71;0.84;-0.0;0.23;0.5;0.05;0.38;0.32;0.05;0.53;0.05;6.78;6.76;6.65;6.53;6.95;1.6;2.2;0.4;1.3;1.7;0.0;141.38;54.21;28.73;72.63;101.47;114.01;53.71;127.35;5.041
26/11/2005;2.48;1.39;12.3;5.49;18.9;3.04;0.498;0.294;1.82;0.49;1.82;0.242;112.29565217391304;6.75;0.46;0.26;0.71;0.85;-0.03;0.23;0.5;0.05;0.41;0.33;0.1;0.52;0.05;6.76;6.83;6.59;6.75;6.99;1.4;3.2;4.2;1.3;1.8;0.8;141.41;54.21;28.73;72.63;101.47;113.99;53.72;127.32;5.059
27/11/2005;2.79;1.22;12.3;5.63;19.4;2.98;0.512;0.279;1.68;0.475;1.68;0.639;112.5304347826087;7.04;0.48;0.24;0.71;0.85;-0.01;0.23;0.5;0.05;0.39;0.33;0.2;0.53;0.06;7.02;7.09;6.96;7.12;7.12;0.2;4.6;4.6;6.0;4.6;2.5;141.41;54.21;28.72;72.63;101.47;114.01;53.72;127.32;5.126
28/11/2005;2.79;1.26;12.6;6.09;19.4;3.05;0.674;0.444;1.78;0.461;1.78;0.267;112.76521739130435;8.35;0.48;0.24;0.72;0.87;-0.01;0.23;0.53;0.08;0.4;0.33;0.11;0.62;0.11;7.28;7.42;7.15;7.38;7.34;6.6;11.0;1.8;3.6;3.8;2.9;141.41;54.21;28.72;72.66;101.48;113.99;53.72;127.33;5.123
29/11/2005;2.64;1.13;13.7;6.05;19.6;3.07;0.54;0.3;1.67;0.49;1.67;0.19;113.0;9.98;0.47;0.21;0.75;0.87;-0.0;0.24;0.51;0.05;0.39;0.33;0.08;0.62;0.17;7.4;7.51;7.21;7.5;7.49;0.0;0.2;0.0;-0.7;1.2;1.5;141.41;54.21;28.72;72.66;101.49;114.01;53.72;127.32;5.05
30/11/2005;2.53;1.13;17.8;5.94;24.1;2.99;0.507;0.286;1.65;0.461;1.65;0.203;94.4;9.05;0.46;0.21;0.86;0.87;0.15;0.23;0.5;0.05;0.38;0.33;0.08;0.54;0.13;7.52;7.68;7.35;7.7;7.44;0.2;2.8;0.8;0.7;2.7;0.8;141.41;54.18;28.7;72.65;101.49;114.01;53.72;127.31;5.004
01/12/2005;2.49;1.13;15.5;5.7;22.9;2.97;0.507;0.289;1.65;0.461;1.65;0.203;104.0;8.21;0.46;0.21;0.8;0.86;0.12;0.23;0.5;0.05;0.38;0.33;0.08;0.7;0.1;7.77;7.84;7.5;7.88;7.64;0.2;0.4;0.4;7.8;7.1;6.7;141.41;54.18;28.7;72.63;101.49;114.01;53.72;127.31;5.045
02/12/2005;2.53;1.1315384615384614;13.5;5.58;20.7;2.97;0.561;0.28;1.59;0.437;1.59;0.368;103.0;7.82;0.46;0.21076923076923076;0.74;0.85;0.04;0.23;0.51;0.05;0.38;0.33;0.13;0.75;0.08;8.03;8.13;7.84;8.1;8.02;6.6;5.2;4.6;8.9;8.5;9.6;141.41;54.2;28.7;72.63;101.49;114.03;53.72;127.31;5.214
03/12/2005;2.59;1.1330769230769229;13.7;5.58;20.9;2.92;0.507;0.289;2.7;0.53;2.7;0.726;95.4;7.58;0.46;0.21153846153846154;0.74;0.85;0.04;0.22;0.5;0.05;0.48;0.34;0.21;0.75;0.07;8.2;8.21;8.04;8.13;8.28;0.0;0.0;0.0;4.9;4.5;3.9;141.41;54.18;28.7;72.62;101.49;114.01;53.72;127.31;5.251
04/12/2005;3.36;1.1346153846153846;14.0;5.72;20.8;3.08;0.54;0.28;1.81;0.587;1.81;0.347;108.0;8.94;0.5;0.2123076923076923;0.75;0.85;0.02;0.24;0.51;0.05;0.4;0.34;0.13;0.77;0.12;8.15;8.21;7.99;8.19;8.18;0.6;1.4;0.0;6.9;6.2;10.7;141.41;54.18;28.73;72.61;101.49;114.01;53.72;127.3;5.249
05/12/2005;3.28;1.136153846153846;14.9;6.89;22.0;3.54;0.975;0.41;1.75;0.508;1.75;2.64;130.0;8.98;0.5;0.21307692307692308;0.77;0.91;0.05;0.28;0.58;0.08;0.4;0.33;0.45;0.84;0.13;7.99;8.03;7.86;7.97;8.1;0.0;1.0;1.0;5.4;4.9;11.0;141.41;54.18;28.77;72.63;101.51;114.01;53.72;127.28;5.199
06/12/2005;2.95;1.1376923076923076;14.5;6.86;23.7;4.89;1.0;0.588;2.3;0.488;2.3;2.88;111.0;11.7;0.48;0.21384615384615385;0.76;0.9;0.1;0.39;0.58;0.11;0.45;0.33;0.48;0.65;0.22;7.71;7.8;7.54;7.77;7.87;0.0;0.0;0.0;9.2;8.6;12.3;141.41;54.36;29.95;72.67;101.52;114.03;53.72;127.25;5.091
07/12/2005;2.77;1.139230769230769;16.5;6.3;24.4;3.83;0.65;0.367;2.07;0.494;2.07;1.39;174.0;9.78;0.47;0.21461538461538462;0.82;0.88;0.11;0.3;0.53;0.07;0.43;0.33;0.31;0.85;0.15;7.33;7.53;7.26;7.41;7.55;0.0;0.0;0.2;15.5;14.5;18.1;141.41;54.21;30.52;72.7;101.53;114.01;53.72;127.27;5.055
08/12/2005;4.89;1.1407692307692308;16.6;7.59;25.3;4.6;0.639;0.9;2.54;0.538;2.54;1.41;205.0;9.54;0.58;0.21538461538461537;0.82;0.94;0.13;0.36;0.52;0.15;0.47;0.34;0.32;0.84;0.14;7.5;7.54;7.38;7.39;7.61;0.2;0.2;0.2;15.5;15.7;16.5;141.41;54.16;30.4;72.72;101.53;114.03;53.72;127.27;5.031
09/12/2005;4.69;1.1423076923076922;16.2;8.99;25.7;3.94;0.6;0.536;1.81;0.502;1.81;0.324;168.0;9.72;0.57;0.21615384615384614;0.8;1.0;0.12;0.31;0.52;0.1;0.4;0.33;0.12;0.63;0.15;6.85;6.9;6.97;6.81;7.34;0.0;0.0;0.0;17.3;16.4;17.4;141.38;54.12;30.98;72.8;101.58;114.03;53.71;127.3;4.732
10/12/2005;3.14;1.1438461538461537;14.8;9.01;25.8;3.28;0.594;0.347;1.74;0.467;1.74;0.179;161.0;9.73;0.49;0.2169230769230769;0.77;1.0;0.13;0.26;0.52;0.06;0.4;0.33;0.08;0.54;0.15;6.78;6.93;6.76;6.72;7.2972941398620605;2.4;10.2;1.0;15.5;16.1;16.6;141.38;54.12;30.72;72.78;101.6;114.04;53.69;127.29;4.695
11/12/2005;3.04;1.1453846153846152;14.7;7.47;23.8;3.14;0.566;0.333;1.68;0.458;1.68;0.155;149.0;8.91;0.48;0.21769230769230768;0.76;0.93;0.05;0.24;0.51;0.06;0.39;0.33;0.07;0.57;0.12;6.85;7.01;6.78;6.87;7.04;1.2;0.0;4.0;8.1;7.9;7.4;141.37;54.11;30.48;72.76;101.6;114.01;53.68;127.29;4.728
12/12/2005;2.76;1.146923076923077;14.3;6.67;24.8;3.08;0.55;0.328;1.65;0.468;1.65;0.149;153.0;8.41;0.47;0.21846153846153846;0.75;0.9;0.07;0.24;0.51;0.06;0.38;0.33;0.06;0.58;0.1;7.09;7.15;6.99;7.17;7.34;0.2;0.0;0.0;-0.9;-0.3;4.8;141.37;54.11;30.3;72.75;101.6;114.03;53.68;127.29;4.715
13/12/2005;2.67;1.1484615384615384;14.0;6.31;23.9;3.04;0.656;0.317;1.64;0.57;1.64;0.143;143.0;7.85;0.46;0.21923076923076923;0.74;0.88;0.03;0.23;0.53;0.06;0.38;0.34;0.06;0.58;0.08;7.06;7.25;6.97;7.21;7.19;0.0;0.0;0.0;5.0;4.1;5.5;141.35;54.09;30.16;72.75;101.59;114.06;53.68;127.29;4.676
14/12/2005;2.61;1.15;13.7;6.07;24.8;3.0;0.594;0.318;1.67;0.461;1.67;0.148;160.0;7.72;0.46;0.22;0.73;0.87;0.01;0.23;0.52;0.06;0.39;0.33;0.06;0.45;0.07;7.37;7.57;7.27;7.49;7.53;0.0;0.0;0.0;6.5;5.6;5.6;141.34;54.11;30.05;72.74;101.59;114.06;53.68;127.29;4.751
15/12/2005;2.6;1.14;13.6;5.95;19.1;3.0;0.545;0.304;1.64;0.458;1.64;0.15;125.0;7.63;0.46;0.22;0.73;0.86;0.01;0.23;0.51;0.05;0.38;0.33;0.06;0.42;0.07;7.47;7.75;7.32;7.64;7.61;0.0;0.0;0.0;7.9;5.7;6.7;141.34;54.11;29.98;72.73;101.58;114.04;53.68;127.27;4.86
16/12/2005;2.58;1.13;13.2;5.85;18.6;3.0;0.545;0.299;1.62;0.538;1.62;0.152;122.0;7.62;0.46;0.21;0.72;0.86;-0.01;0.23;0.51;0.05;0.38;0.34;0.06;0.45;0.06;7.83;7.9;7.67;7.79;7.9;0.0;0.2;0.8;9.3;8.9;8.4;141.34;54.11;29.91;72.72;101.58;114.03;53.68;127.27;5.052
17/12/2005;2.49;1.14;13.4;5.85;18.0;2.95;0.54;0.295;1.59;0.423;1.59;0.139;115.0;7.44;0.45;0.21;0.72;0.86;-0.02;0.22;0.51;0.05;0.38;0.32;0.06;0.48;0.06;7.64;7.87;7.46;7.81;7.76;0.0;0.0;0.0;3.9;3.9;2.3;141.34;54.11;29.87;72.72;101.57;114.06;53.68;127.27;4.985
18/12/2005;2.45;1.14;13.1;5.62;18.0;2.94;0.506;0.288;1.61;0.417;1.61;0.137;118.0;7.22;0.45;0.21;0.71;0.85;-0.02;0.22;0.5;0.05;0.38;0.32;0.06;0.49;0.05;7.35;7.57;7.13;7.47;7.39;1.2;1.2;1.2;0.9;2.7;0.3;141.34;54.11;29.83;72.7;101.56;114.06;53.68;127.25;4.857
19/12/2005;2.55;1.25;13.1;6.8;17.7;2.99;0.545;0.289;1.65;0.414;1.65;0.249;137.0;7.2;0.45;0.24;0.71;0.9;-0.03;0.23;0.51;0.05;0.38;0.32;0.1;0.48;0.05;7.39;7.57;7.22;7.53;7.52;3.2;1.0;3.4;2.3;3.6;3.7;141.33;54.11;29.8;72.68;101.55;114.06;53.68;127.27;4.868
20/12/2005;2.43;1.12;12.7;5.56;19.5;3.0;0.555;0.281;1.58;0.562;1.58;0.137;128.0;7.18;0.45;0.21;0.7;0.84;0.02;0.23;0.51;0.05;0.37;0.34;0.06;0.4;0.04;7.05;7.28;6.88;7.19;7.16;0.2;0.2;0.0;-0.6;-2.1;-0.5;141.33;54.09;29.76;72.68;101.47;114.06;53.68;127.25;4.76
21/12/2005;2.39;1.12;12.8;5.46;20.0;2.88;0.504;0.285;1.58;0.425;1.58;0.146;105.0;7.02;0.44;0.21;0.7;0.84;0.03;0.22;0.5;0.05;0.38;0.32;0.06;0.4;0.04;6.83;7.05;6.73;6.92;6.97;0.2;0.0;0.0;2.1;1.1;0.6;141.31;54.09;29.73;72.68;101.54;114.03;53.68;127.25;4.74
22/12/2005;2.38;1.13;13.0;5.44;16.8;2.88;0.507;0.284;1.6;0.416;1.6;0.144;99.6;7.2;0.44;0.21;0.71;0.84;-0.05;0.22;0.5;0.05;0.38;0.32;0.06;0.43;0.04;6.78;6.94;6.68;6.84;6.94;0.0;0.0;0.0;4.1;5.3;2.8;141.31;54.09;29.7;72.68;101.54;114.06;53.66;127.23;4.778
